text,label
"I read Holes in 5th grade so when I heard they were doing a movie I was ecstatic! Of course, being my busy self, I didn't get chance to see the movie in theaters. Holes was at the drive-in just out of town but, alas, We were just too busy. I was surprised to hear that all my friends had seen it and not one of them had invited me! They all said it was good but I've read great books that have made crappy movies so I was definately worried.<br /><br />Suddenly the perfect opportunity to see it came. It was out that week and my parents were going on a cruise and I was left to babysit. My sister, who is 9, and I watched it and absolutely loved it! I then took it to the other people I was babysitting's house and their kids, 9 and 4, liked it too. Even my parents loved it and they're deffinately movie critics. Overall, I recommend this movie is for anyone who understands family morale and and loves a hilarious cast! This movie should be on your top 5 ""to See"" list!!!!",1
"I dug this out and watched it tonight. I honestly think it must be 20 years since the last time I saw it. I remember it being a seriously flawed film. I don't remember it being THIS bad!!!!!<br /><br />I am absolutely aghast that a project with this much potential should have been mistreated so reprehensibly. Who am I to blame for this? The 2 guys who wrote (and I use that word loosely) the script? The casting directors who so terribly miscast at least 3 major characters in the story? (Only 2 of them are among ""the amazing 5"".) The director, who clearly refused to take it seriously, and kept shoving awful music on top of bad writing & bad acting everywhere? (I LIKED the theme song-- but it should never have been used all the way throughout the entire film!) Don Black, who should be ASHAMED at some of the lyrics he wrote for that music?<br /><br />It figures that I should pull this out, less than a week after re-reading the comic-book adaptation. The first 15-20 minutes of the film more-or-less (really, LESS) parallel the first issue of the comic. As I watched it tonight, I kept wondering-- why was ALMOST every single detail changed? Doc showing up, then using his wrist-watch remote-control to open the safe, and the sniper's bullet missing him by 5 inches because the refractive glass, were just about the only things left the same. I mean, if you're gonna do an ""adaptation"", WHY in God's name change EVERYTHING???<br /><br />Once they leave Doc's HQ, virtually NOTHING is as it was in the comic (which, given Roy Thomas, I figure probably follows the book). I read somewhere they actually combined elements of 2 different novels into one movie. Again-- WHY? I've heard it was changed because they weren't able to secure the kind of budget they wanted. I look at the film, and think... LACK OF MONEY in NO WAY explains what I saw on the screen!!<br /><br />You know, when people complain about Joel Schumacher, they should really take a look at this thing. The best thing I can say is, I think it would make a great double-feature with the 1966 BATMAN feature-- and probably a great triple-bill with that and the 1980 FLASH GORDON. All 3 films are ""silly"". Maybe we can ""blame"" the 1966 film (and TV series) for this. Some fans have complained over the years that Adam West's BATMAN ruined the image of comic-books in the minds of generations of non-comics fans. I think the same could be said for Hollywood. I'm reminded of how many really, really BAD films based on ""classic"" characters have been made over the years, especially (it seems to me) in the late 70's & early 80's. Charlie Chan, Fu Manchu, Tarzan, Buck Rogers, Flash Gordon, The Lone Ranger-- all ""murdered"" by Hollywood types who think, ""OH, comic-books! So you know it's supposed to be STUPID!"" More like they're the ""stupid"" ones. What a waste of potential.<br /><br />Let me say some good things... Despite the script and the directing, Ron Ely is GREAT. When I read a DOC SAVAGE story, I don't think of the James Bama paintings, I think of Ely. Bill Lucking (who later was a regular on THE A-TEAM) is terrific. Eldon Quick (who I've seen somewhere else, but can't recall where) is terrific. Paul Gleason-- who I absolutely HATED with a passion and a vengeance in THE BREAKFAST CLUB (""teachers"" like the one he played should be banned from ever teaching anywhere), may be the best of the ""amazing 5"" in the film. Pamela Hensley-- though her part was almost unrecognizable from the original story-- is terrific. Before she let her hair down, I also realized she looked a HELL of a lot like ""Ardala Valmar"" from those awful John Calkins BUCK ROGERS strips I just read the other day. She's got a big nose like Ardala-- only not quite as pronounced. The comics Ardala actually looked more like the 1936 movie Princess Aura-- or Cher. Or maybe Streisand. Take yer pick. (Ardala actually got plastic surgery in the George Tuska strips-- after, she was stunning!)<br /><br />Paul Wexler, funny enough, I saw just last week in a GET SMART episode. I wonder if he was anything like the character he was supposed to be playing? I don't know, because that character sure wasn't in the movie the film takes its title from.",0
"This miracle of a movie is one of those films that has a lasting, long term effect on you. I've read a review or two from angry people who I guess are either republicans or child beaters, and their extremist remarks speak of the films power to confront people with their own darkest secrets. No such piece of art has ever combined laughter and tears in me before and that is the miracle of the movie. The realism of the movie and it's performance by Bret Carr is not to be missed. The very nature of it's almost interactive effect, will cause people to leave the theater either liberated or questioning their very identity. Bravo on the next level of cinema.",1
"Note that I did not say that it is better...just more enjoyable. The lack of social commentary and realism helps keep things moving.<br /><br />I was actually sort of surprised that this was not a Troma movie, as it has all the Troma trademarks, including spewing acidic liquids, wisecracks from the villain after every murder, a ridiculous bathtub rape scene (which is sort of hard to get upset about, since the rapist is a snowman), and dumb deputies.<br /><br />There's a lot to love: <br /><br />1. A snowman, about whom it is remarked that he has no legs or feet, drives a police cruiser around town.<br /><br />2. Even though it is supposed to be close to (or below) freezing, nobody's breath shows and there are no signs of car exhaust when cars are running.<br /><br />3. The snow reminds you more of flocking or Styrofoam peanuts than actual snow.<br /><br />4. A teenage girl gets the hots for her boyfriend just a few hours after her brother is gruesomely murdered. She talks him into breaking into the sheriff's house, of all places, in order to get it on. But first, she tells him that he has to build a nice fire in the fireplace and open some wine.<br /><br />5. After teen-aged Jake's head is cut off by a sled runner, his father argues with the sheriff about whether Tommy, the sheriff's son, had anything to do with it. The sheriff maintains that Tommy wouldn't have been fighting with Jake because Jake ""is at least two feet taller than Tommy."" At that moment, someone in the background chimes in, ""Not anymore!"" <br /><br />6. When the evil snowman finally starts to melt away, the sheriff wrestles with a flat snowman made out of some sort of fabric for an extended period. This is much better than Tarzan wrestling with rubber crocodiles or gladiators wrestling with stuffed lions. If I were an actor, I would not have been able to keep a straight face at this point.<br /><br />All in all, a fun film. There's not really even that much blood.",1
"It is not un-common to see U.S. re-makes of foreign movies that fall flat on their face, but here is the flip side!!! This is an awful re-make of the U.S. movie ""Wide Awake"" by the British!<br /><br />""Wide Awake"" is strange but entertaining and funny! ""Liam"" on the other hand is just strange. I must give credit to ""Liam"" for one thing, and that is making it clear that I made the right choice in changing my religion!",0
"......... and you get Chori Chori Chupke Chupke. Don't get me wrong, this movie is much less explicit (or not even) than Pretty Woman, but it (was) a new topic for Bollywood. The topic was accepted but it is far from Jism, Murder, and Julie. To tell you the truth, the topic is presented in a very clean manner. But the plot has it's number of clichés. The beginning of the movie is presented in a very ""filmi"" way. There are some very little plot holes. The movie picks up once Rani has her miscarriage where you feel that you are watching something other than a typical movie. Otherwise the whole family sequence felt overdone in the beginning. The acting couldn't have been any better. Salman Khan sometimes impresses, and sometimes lets you down. Over here he gave one of the best performances. On top of that his role is written so well, that you applaud every time he solves a problem. Rani Mukherjee was adequate. Throughout the movie, you feel for her character the most, but she is overshadowed by Preity Zinta. Preity Zinta is picture perfect. Out of the three, she gives everyone a run for their money. Its surprising how she can be just as convincing when she is innocent. And trust me, Madhubala is far from your girl next door. This role is one of the reasons why I rate her high. The supporting cast are like the family you see in HAHK, where they have no significance to the plot yet I found them tolerable here. The songs are pretty nice. The title song is my favorite of them all along with Dil Tera Mera Dil (Hearts). Mehndi Mehndi (Henna) and Dekhne Walon Ne (Look at the World's Sight) are two song that fit the film perfectly. Preity's cabaret number, Diwani Diwani (Crazy), could've been shortened while No. 1 Punjabi came across boring though it had good dancing. Otherwise the movie is definitely worth a watch.",1
"***SPOILERS*** ***SPOILERS*** Well, seeing as I am a major H:LOTS fan, maybe I liked the movie more than normal people would. However, this movie is still excellent. It had tons of surprises, and it gave some more closure to the series. While I was sad that Bayliss turned into a murderer, the overall feeling I felt was satisfied.",1
"I gave this 3 stars out of a possible 10 - because the stories are open-ended and left unexplained, and because of the nauseating scenes of someone eating in an extremely disgusting way, plus scenes of a decaying corpse. <br /><br />Neither of the above needed to be shown in such a graphic manner.<br /><br />The film's plot, such as it is, concerns three loosely interconnecting stories, none of which conclude satisfactorily.<br /><br />The bounty hunter, played by Bruce Dern, is the character that connects all three vignettes.<br /><br />First we have Dylan McDermott, looking darn fine, as a wanted criminal who is fleeing to Mexico to escape both the law and the bounty hunter, when he rides through a border town and spots a sad-faced saloon girl played by Helen Hunt.<br /><br />Then we have one of the Hemingway girls, not sure which one, playing a western wife out on the lonely frontier who goes over to see about a neighbor woman, an attractive redhead, whom we soon realize has been out in the badlands a little too long.<br /><br />The conclusion of the film returns to the bounty hunter and what happens to him, with the final scene in the film being completely beyond rational comprehension.",0
"Give me my money back! Give me my life back! Give me a bit of credit. This movie was vomit worthy. Useless and time consuming. What a waste of energy and totally pointless. Okay I understand the premise and the idea sound but, give us a break! Next time just give me the money and let me spend it. Lost child, mothers remorse, blamed husband! Cliché yes~! Get a life! Sorry but this movie was a total waste of my time, my money and my being. I would rather watch eggs cook! No real explanation to why this happened. Prison? Why? Loss? obvious but Why? Acting deserves a What am I doing here Oscar and the cinematography a Am I just doing this for a Wage? How much did this movie make? Well this silly fool hired a copy. Enough said",0
"Soon after watching this film you will realize why it didn't even make it to the theaters! This movie does not deserve the ""prequel"" tag. Instead this is a common theme in Hollywood, rip off previously good movies with disastrous prequels, sequels, etc.<br /><br />This film's plot was bouncing all over the place like a ping pong ball, and the character development was non-existent. I seriously felt like I was watching a comedy at some points in the movie because the acting was so bad. P Diddy needs to stop tainting movies with his horrible acting, he actually made me laugh every time.<br /><br />The only good thing that comes out of this movie is Jaclyn DeSantis, who looks excellent in this movie and actually brought some enjoyment from watching this film.<br /><br />If you are a big Carlito's Way fan, I recommend you not watch this. If you decide to watch it anyway then treat this movie as if it ripped off the original, because that is exactly what it did.",0
"You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life.<br /><br />Yet, that is the twist; Clark is stuck in an alternate reality. Lana is devoted to him. Lex lost most of his legs and is in a wheelchair due to the bridge accident when he swerved to miss Clark in the pilot of the series. Martha is married to Lionel. About the only constant is his most loyal friend Chloe, who still believes in who he is. And, oh yeah, he doesn't have any superpowers. He is in a mental institution for putting himself in a fantasy world where he does have powers, and is ridiculed for believing so. Aside from Chloe, there is one mysterious figure who believes in Clark: a black man who in the alternate reality is also a resident of the institution, who believes he is from Mars.<br /><br />Clark must stay true to everything he believes is actual reality, and not get brainwashed by the institution's psychiatrist, who is in fact the fourth Phantom Zone escapee.<br /><br />This episode is utterly mind-blowing and shocking. Plus, it provides a fresh twist from the usual type of ""Smallville"" episode.",1
"An innocent man (Steve Guttenberg) has a one-night stand with his boss's wife (Isabelle Huppert). She spots a woman (Elizabeth McGovern) being attacked outside but she can't call the cops because it would blow her marriage to Gutenberg's boss (Paul Shenar). So Guttenberg, honest citizen that he is, when he discovers that another woman was attacked and killed nearby only half an hour later, comes forward and claims to have witnessed the first attack, merely intending to pass on the information given to him by Huppert. Well -- never bear false witness against thy neighbor, as they say.<br /><br />This simple attempt to help the police nab a murderer turns rapidly twisted. When he meets the first near-victim, McGovern, she immediately twigs to what happened, but agrees to keep quiet for the moment. But then Guttenberg finds himself in court, supposed to identify the heavy (Greenquist) and we discover through cross-examination that he is NEAR-SIGHTED and can't identify objects at a distance, let alone faces. (Not that it matters because, after all, he never saw the creep in the first place.) The plot gets practically labyrinthine. Guttenberg winds up the chief suspect when Huppert is murdered too.<br /><br />He barely escapes arrest and holes up with the now-sympathetic McGovern. Guttenberg and McGovern hatch a plan to trap the murderer. She will serve as bait. They'll follow the flagitious creep into one of his seedy haunt and McGovern will act like the doxy that the murderer is attracted to, just to get him to try to kill her. But everything will be okay, see, because not only will Guttenberg keep a close watch on her, and not only will he alert the police a few minutes after she enters this dive, but she will keep a can of mace handy -- just in case.<br /><br />I ask you, the alert viewer, does this scenario unfold as planned? Elizabeth McGovern has a quirkily interesting bone structure. She seems all mandible and tiny mouth at times, but she's vibrant. Steve Guttenberg has hair on his brawn and that's about it. Otherwise he's as helpless as the character he plays. If Isabelle Huppert can act, it isn't evident in this film. The killer is so formed and so groomed that he looks like he's wearing one of those masks of deformity in that Twilight Zone episode about greedy heirs.<br /><br />Didn't the director, Curtis Hanson, go on to make ""L.A. Confidential""? That was a nicely done piece of work. Here, everything seems clumsy and contrived, down to the small bit parts. Just before the inevitable violent climax, a uniformed police officer is introduced to delay McGovern's rescue, and the scene is embarrassing to watch. Dick Olsen has a bit part as a late shopper. He's a neat guy and always reliable. Paul Shenar as the cuckolded hubby has a striking face that seems made for the stage and he does a fine job too.<br /><br />That louche joint where McGovern attracts the attention of the murderer, where she plays pool with a couple of hairy apes, was shot at a bar in Carolina Beach, in North Carolina, not far from where I lived. The way the interior is set up, it's clear that this is supposed to be a dangerous and dirty dive. Actually it appears rather more elegant on screen than it did in reality.<br /><br />Overall, this is Hitchcock territory and it brings tears to the eyes to imagine what he would have done with this story.",0
"I thought the movie was a poor documentary. Nothing of substance was discussed. It seemed to cheapen the ideas and did not provide anything new. The film lacked wonder or romance or anything that would really drive one to science. Most scientists appeared ""stereotyped"" and sometimes weird. A woman said that her awards didn't matter a whole lot, only children that were helped. She said that after a 10 minute scene where she explained all her awards. Playing ""humble scientist"", are we? ""I have equations dancing in my head,"" another said. I don't see how that explains anything to us. It hasn't covered significant effects of science on our culture. Politics of science were barely touched.<br /><br />Not a bad flick for a 10-14 year-olds. Other than that, I felt it was boring and unrevealing.<br /><br />4/10",0
"Got to this show late - believe it was the 3rd, and final episode, when first watched it - and was blown away by a social commentary that hasn't been seen on American TV since 'All in the Family'.<br /><br />Was very surprised CBS would even run this in the first place.<br /><br />Which is merely to say the last time CBS 'had a set' - if you know what I mean - was back in the day of 'All in the Family'. The most controversial decision they're willing to tackle today is how much eye make-up to put on Katie Couric.<br /><br />If you want to make a bunch of folks really, really mad - let them discover the truth about themselves. And if you want them willing to pull strings, make calls, and get a work of Art removed - let them discover that truth by hearing their own words spoken from their own mouths.<br /><br />The Aardman folks have always been WAY ahead of the curve. And this show is no different. Somehow it snuck under the CBS 'corporate/social/political/censor radar' to get it onto the schedule (perhaps the 'big brass' never really watched it till it finally aired?), but once good 'ol middle 'merika heard and saw themselves being themselves - well, can bet the farm that message, or the messenger, won't last long.<br /><br />Now, if only the 'missing episodes' can find their way onto Usenet or bit-torrent ;-)<br /><br />Thank You BC Kelly Tallahassee Fla",1
"Kol, space prisoner on space death row, manages to hijack a space shuttle and escape to the woods of America where he, along with some new found friend try to escape from the 'Alienator"" a female cyborg killing machine. Made one year after the best movie of Fred Olen Ray's career, ""Hollywood Chainsaw Hookers"", this one can't help but feel like a bit of a letdown. Just as low-budget as that earlier film, but not nearly as fun as I had with it. None of the actors really stood out at me. The film is alright for the undiscriminating viewer during a rainy Saturday afternoon, but that's pretty much all it's good for.<br /><br />My Grade: D+ <br /><br />Where i saw it: Showtime Thriller",0
"This cartoon was strange, but the story actually had a little more depth and emotion to it than other cartoon movies. We have a girl at a camp with low self esteem and hardly any other friends, except a brother and sister who are just a miserable as she is. She reaches the ultimate low point and when the opportunity arises she literally makes a pact with a devil-like demon. I found this film to be very true to life and just when things couldn't be worse, the girl sees what she's done, she feels remorse and then changes and then she helps this dark, mystical creature learn the human quality of love. The twins improve too, by helping the little bears and then they get a sense of self worth too. A very positive message for children, though some elements of the film was strange, it was and still is a rather enjoyable film. The music from Stephen Bishop (Tootsie songs) made the film even better",1
Guy walking around without motive... I will never get those two hours of my life back. The guy kept on assuming identities and cheating on his pregnant wife. What was I thinking? How did this win a price anywhere? I understood he loved his father but other than that the movie was completely senseless to me. What was the purpose of walking so much and going to the funeral of a stranger for no apparent reason. How did this enrich his life??? Why did we have to see the dying old lady on her underwear????!!! Why???!!!!<br /><br />I though it would be deep or about something more interesting. I do not recommend the movie even to leave on while sleeping...,0
"i went into this hoping it would be the ""thought provoking"" little gem people have reviewed this as. i love indy films and expected to dig this too. knowing what a hot button this topics is i expected to be really entertained, maybe even see an outsiders perspective.<br /><br />all i can say is wow....if your into self torture, or mutilation then maybe you'll like this. personally i don't like the idea of being pee'd on or cutting myself so i thought it was garbage. bad script, bad acting, bad story, bad directing, bad editing....i could go on. i have no clue why a reviewer claimed he or she was making a political point by giving this movie a 10. that's misleading and ignorant. voting for a movie on IMDb isn't setting a precedent! it just lets other people think that a garbage bomb like this is OK to watch as long as it's controversial (this film is not, it tries VERY HARD to be but fails). <br /><br />you know the movie is bad when 15 minutes into it your praying that all main characters die horrifically. unfortunately they do die, but not in the painful manners that would have given the viewer some justice or vindication for having watched the 2 hours of crap they just endured. <br /><br />do yourself a favor, just don't even bother. i got this movie in a bargain bin at my local video store for .50 and feel ripped off!",0
"Well, here's another terrific example of awkward 70's film-making! The rudimentary premise of ""What's the matter with Helen?"" is quite shocking and disturbing, but it's presented in such a stylish and sophisticated fashion! In the hands of any other movie crew, this certainly would have become a nasty and gritty exploitation tale, but with director Curtis Harrington (""Whoever Slew Auntie Roo?"") and scriptwriter Henry Farrell (""HushHushSweet Charlotte"") in charge, it became a beautiful and almost enchanting mixture of themes and genres. The basic plot of the film is definitely horrific, but there's a lot more to experience, like love stories, a swinging 1930's atmosphere and a whole lot of singing and tap-dancing! The setting is unquestionably what makes this movie so unique. We're literally catapulted back to the 1930's, with a sublime depiction of that era's music, religion, theatrical business and wardrobes. Following the long and exhausting trial that sentenced their sons to life-imprisonment for murder, Adelle (Debbie Reynolds) and Helen (Shelley Winters) flee to California and attempt to start a new life running a dance school for young talented girls. Particularly Adelle adapts herself perfectly to the new environment, as she falls in love with a local millionaire, but poor old Helen continues to sink in a downwards spiral of insanity and paranoia. She only listens to the ramblings of a radio-evangelist, fears that she will be punished for the crimes her son committed and slowly develops violent tendencies. The script, although not entirely without flaws, is well written and the film is adequately paced. There's never a dull moment in ""What's the matter with Helen"", although the singing, tap-dancing and tango sequences are quite extended and much unrelated to the actual plot. But the atmosphere is continuously ominous and the film definitely benefices from the terrific acting performance of Shelley Winters. She's downright scary as the unpredictable and introvert lady who's about to snap any second and, especially during the last ten minutes or so, she looks more petrifying than all the Freddy Kruegers, Jason Voorhees' and Michael Myers' combined! There are several terrific supportive characters who are, sadly, a little underdeveloped and robbed from their potential, like Michéal MacLiammóir as the cocky elocution teacher, Agnes Moorehead as the creepy priestess and Timothy Carey as the obtrusive visitor to the ladies' house. There are a couple of surprisingly gruesome scenes and moments of genuine shock to enjoy for the Grand Guignol fanatics among us, but particularly the set pieces and costume designs (even nominated for an Oscar!) are breathtaking.",1
"""Like the first touch of pleasure and guilt, like a spontaneous youthful flirt of fascination and fear, like a climax of contrary emotions"" said one of the movie buffs after viewing LOVE AT THE TOP, the misinterpreted title version of stylish director Michel Deville's LE MOUTON ENRAGE. <br /><br />Vincent Canby in New York Times, however, just after the 1974 premiere of the movie stated: ""LOVE AT THE TOP which opened yesterday at the 68th Street Playhouse, is a 1973 French comedy that dimly recalls a number of nineteen-fifties English comedies about the rise and rise of cynical young men possessingand possessed byambition."" Yet, the significant difference that he mentioned was the fact that LOVE AT THE TOP is not concerned with the English class system...(January 27, 1975)<br /><br />Having left the evaluations up to single individuals, of course, the test of time has done its just job. What may be said with certainty after more than 30 years is that we can hardly find such movies like LE MOUTON ENRAGE where decadence appears innocent, where liaisons appear youthfully enthusiastic, where feelings occur so manipulative. <br /><br />For Romy Schneider's fans, it seems useless to point out that this film is a must see, not only because she gives a unique performance (as she did in all of her roles) at the heyday of her career (9 years before her sudden death) but because she is particularly attractive here. It is not TRIO INFERNAL where the, so to say, 'forced escape' from and the mockery of Romy's sweet image haunted for years by saccharine Sissi meets its most discouraging manifestation, but a film where the brilliant actress is given a fair role. She plays Roberte, a woman who becomes the object of lust for the story's lead, playboy Nicolas Mallet (Jean Louis Trintignant). It is him who takes financial profits from lustful liaisons. This movie can boast truly memorable and unique shots of Romy and she is given some of her very best scenes. Romy's sex appeal is unforgettable here.<br /><br />Another strong point of the film is its execution of the content with a development of individual perception. Immoral as it may seem, the director makes a perfect use of contrast: conventions vs pleasures, innocence vs decadence, genuine lust vs instrumental affair. Nicola owns most of the features that viewers may like or detest, may find attractive or disgusting; yet, his are the features the viewers must treat seriously, more to say, they are the ones we all must accept. That is why, one is led to a peculiar, gently wild, erotically unique world of the main character. Although he sleeps with lots of women, there are two women that represent a sort of contrary worlds for Nicola: Roberte Groult (Romy Schneider) and Marie-Paul (Jane Birkin). He manipulates them, makes love to them, cannot refrain from both desire for their bodies and desire for money; yet, he perceives them differently. Yet, despite all of this 'adult maturity,' he is emotionally like a little boy who plays with a toy-car on the table - a sort of 'detailed insight into male mind...' in a comedy-like way, of course.<br /><br />Finally, there are very good performances, which makes LE MOUTON ENRAGE slightly underrated. Not only the aforementioned Romy Schneider does a brilliant job supplying the viewers with an extraordinary insight into her role, but young Jane Birkin appears to be convincing in the role of young, inexperienced streetwalker Marie Paul, Jean Louis Trintignant makes it possible to see Nicola in the right way. This artistic merit lying in performances goes with terrific music by Camille Saint-Saëns, the tune that will ring in your ears for long. Therefore, apart from some flaws of the movie like dated colors, slow action (sometimes), possible clichés (noticed by some viewers), the merits should be found significant. <br /><br />LE MOUTON ENRAGE, in sum, is a clear manifestation of contrary manipulative tools in life. It is worth seeing as a moment in Romy's career, a prelude to strong eroticism, a chain of contrary emotions, of love and hatred, appreciation and disgust compared to the first orgasm and the first angasm... But aren't we, humans, 'viewers,' movie buffs built upon such contrasts?",1
"This was just another marvelous film of the Berlin Festival. But unlike ""Yes"", by Sally Potter, which I had seen some days before, where after leaving the cinema I felt a strong desire of wishing to embrace the whole world and was just happy to be alive, this time quite the opposite thing happened: there was something that dragged me down, and the air suddenly felt cold and hard to breathe. It was as if, all of a sudden, there was nothing left, all hope, all future had been taken away to a dead place.<br /><br />Nina's life seemed to be dismal and locked, but then, one lovely day, there appears that kind of luminosity that opens up the horizon and makes her believe in the fulfillment of her dreams. There was nobody at her side but suddenly she finds a companion, just out of nothing, someone who was able to share the most hidden feelings of her life. That person was Toni, a vagabond girl who does not seem to have any roots, just like herself.<br /><br />But the film's title is ""Ghosts"", and ghosts appear and disappear as they wish, there is no way to retain them Ghosts also represent the hidden fantasies of people, strange ideas that occupy your mind and are only perceived by yourself, hiding away from all other people. Françoise, a French woman, is a victim of such ghosts. She once lost her child daughter in Berlin, who apparently had been robbed from her in a supermarket, in just one moment of inattentiveness. Now time has passed, and Françoise is back in Berlin, still looking for the missing child.<br /><br />Nina could be that child, after all she has got that same scar at her ankle and the heart-shaped birthmark between her shoulder blades which seems to prove her true identity.<br /><br />And Nina adopts that idea, after all she is not only in desperate need of a companion, she also longs for a mother. But in the end she is empty-handed, Toni has disappeared with a man, and her supposed mum turns out to be a sick woman. ""Marie is dead,"" concludes Françoise's husband, and the statement could not be more disillusioning. Nina is just a ""niña"", a girl without name, there is no hope for any divine fulfillment. There is no Marie in this world to accompany our lonely lives. Therefore, in the end, we see Nina all alone, about to walk along the road that has opened up before her, into a future that seems joyless and uncertain.",1
"I am from the Dallas/Fort Worth area and lived in Arlington for a few years. This movie was way off as far as making it look like Arlington. I saw mountains in the background of one scene! Texas doesn't have mountains. I guess that happens when a movie that is supposed to be in Texas is filmed in Canada. The accents are also really bad. They should have gotten actors from Texas to play the parts. There a lot of aspiring actors from Texas out in Hollywood. The movie is really sad though, because it is a true story. I pray that the killer is found and convicted. The one good thing is that bc of her death, we now have the Amber Alert to help find missing children quickly after they are abducted.",0
"I was never so bored in my life. Hours of pretentious, self-obsessed heroin-addicted basket cases lounging around whining about their problems. It's like watching lizards molt. Even the sex scenes will induce a serious case of narcolepsy. If you have insomnia, rent this.",0
"I absolutely adore the book written by Robin Klein, so I was very excited when I heard that a movie based on the book was in the making.<br /><br />But I was severely disappointed with the movie when I did see it because it didn't capture what I loved about the book - the absolutely ridiculously funny Erica and the interesting way in which she views the world.<br /><br />From the start of the movie, I realised that things weren't the same as I had imagined in the book. So, I just went along for the ride. It wasn't all that bad, I guess. Miss Belmont was totally different to what I had imagined her to be! I didn't think she would be one to smoke and drink - Jean Kittson, who plays her, is hilarious!<br /><br />On it's own, I thought the movie and it's actors/actresses in it did a good job, but alas, I'm such a fan of the book (one of my all time favourite books) that I couldn't help but feel disappointed =P",0
"I quote Oedpius Rex because it is a tragedy that this film was even made!!!<br /><br />This is one of the worst movies I have ever seen! I am in no way an Uwe Boll hater like most of the humourless people on IMDb! <br /><br />Uwe Boll movies like Postal and Tunnel Rats are hilariously bad and therefore entertaining. But honestly, this movie was just horrible. I hated it so much that I'd give it a zero star rating if I could. The story is just crap! It spends four fifths of the film building the plot and then they have the middle which is just scenes of grizzly horrible tastelessly done murder! The finally end it with a ""villan wins ending"" which is totally acceptable but surely it could have been more tasteful than this! <br /><br />I am not against Uwe Boll (like I said earlier) nor am I against violent movies! I f**king love violent movies! I loved the Saw movies, the Hostel movies, Tokyo Gore Police, The New York Ripper, the 28 movies, Dog Soldiers, My Bloody Valentine, Last House on the Left, Watchmen, Wolf Creek, every Tarantino movie, every Sam Peckinpah, even Cannibal f**king Holocaust! But this! OMFG!!! <br /><br />This was just cruel, sadistic and perverted! And look at the movies I just listed! If I liked Cannibal Holocaust and not this then it must be bad! Uwe, don't go all dark again! You're funny when you are light hearted, just like Ed Wood. This was just an awful experience! I felt horrible all over after seeing this!<br /><br />DO NOT WATCH!!!! AVOID AT ALL COST!!!!!",0
"Can we say retarded? This girl has no talent what so ever, nothing but complete garbage. You people are just marking 10 stars because you know most people hate this pathetic woman, if its such a ""great"" show then why did it get canceled after 6 measly episodes? exactly. People that support her, please seek help you do NOT know what is funny. Her stand up comedy is just so stupid, seriously how do you find this trash funny? The show tries to poke fun at stereo types and other things that are not funny at all. Carlos Mencia is funny and to that stupid poster, he actually has fans and his show is on the air so I'm sorry your a redneck who doesen't get his jokes. Please give me my 20 minutes of my life back.",0
"Well, basically, the movie blows! It's Blair Witch meets Sean Penn's ill conceived fantasy about going to Iraq to show the world what the ""War on Terror"" is really about. The script sounds like it was written by 8th grader (no offense to 8th graders); the two main actors over-act the entire film; they used the wrong kind of camera and the wrong type of film(not that i know anything about those things--but it just didn't look like real documentaries I've watched), and worst of all Christian Johnson took a great idea and made it suck. It reminded me of the time I tried to draw a picture of my dog and ended up with a really bad stick figure looking thing that looked more like a giant turd. I'd rather watch the Blair Witch VIII, than sit through that again.",0
"A delightful little thriller opens with Trevor Howard in his Jag convertible and ends on a dockside in Liverpool. It's all thrills and spills as the ex-spy has to restart his career just as he's getting some serious R & R cataloguing butterflies (how British is that?).<br /><br />Trevor Howard and Jean Simmons frolic from London to Newcastle-upon-Tyne to Liverpool (via Ullswater) - he's just been thrown out of MI5 or something, and she, you guessed it, is on the run, wrongly accused of murder. There's seedy docks, rolling Lake District hills, sheep, country pubs, coppers getting lost, waterfalls, a bunch of amateur cyclists, rooftop chases, and lots of Chinamen (don't ask), and it's all very Hitchcocky and Hannayesque...<br /><br />..and a smashing example of British Noir...",1
"***1/2 Pierce Brosnan, Greg Kinnear, Hope Davis, Adam Scott, Philip Baker Hall. Directed by Richard Shepard.<br /><br />A well formulated story and film all together, Brosnan has never been better in a film role outside of his ""Bond"" movies. After 2004's ""After the sunset"" his newest role brings in the laughs and a great time. Professional hit-man, so to speak, Julian Noble on a job in Mexico City winds up meeting the exact opposite of himself a high strung business man Danny Wright (Kinnear, possibly one of his best roles) also on business there. The two on-screen duo produce a comically charged, laugh riot and fail to not deliver the laughs. Davis in one of her best roles since ""American Splendor"" gives another charming and witty performance. One of the years most enjoyable and best films. My final rating 9/10",1
"This is a really stupid movie in that typical 80s genre: action comedy. Conceptwise it resembles Rush Hour but completely lacks the action, the laughs and the chemistry between the main characters of that movie. Let it be known that I enjoy Jay Leno as a stand-up and as a talk show host, but he just cannot act. He is awful when he tries to act tough - he barely manages to keep that trademark smirk off his face while saying his one-liners which, by the way, aren't very funny. And seeing him run (even back then) is not a pleasant sight. In addition, I have a feeling that Pat Morita - at least by today's standards - doesn't give a very politically correct impression of the Japanese. Don't even get me started about the story. I give it a 2 out of 10.",0
